date,ticker,price,drawdown,final_score,action_tag,top_news_titles,created_at
2026-05-01,NVDA,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,AVGO,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,AMD,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,MU,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,TSM,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,ANET,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,CRDO,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,ALAB,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,CLS,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,VRT,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,ETN,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,CEG,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,VST,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,CCJ,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,AXON,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,PLTR,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,LMT,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,NOC,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,RTX,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,HII,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,RKLB,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,LUNR,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,TMDX,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,ISRG,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,NTRA,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,TMO,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,DHR,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,NFLX,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,META,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,AMZN,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,MSFT,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,GOOGL,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,TSLA,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,PYPL,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,SBUX,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,DIS,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,SHOP,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,MELI,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,UBER,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,ABNB,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,BKNG,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,SPOT,,,,Data Unavailable,,2026-05-01T19:09:25
2026-05-01,NVDA,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,AVGO,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,AMD,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,MU,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,TSM,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,ANET,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,CRDO,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,ALAB,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,CLS,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,VRT,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,ETN,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,CEG,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,VST,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,CCJ,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,AXON,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,PLTR,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,LMT,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,NOC,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,RTX,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,HII,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,RKLB,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,LUNR,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,TMDX,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,ISRG,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,NTRA,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,TMO,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,DHR,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,NFLX,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,META,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,AMZN,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,MSFT,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,GOOGL,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,TSLA,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,PYPL,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,SBUX,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,DIS,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,SHOP,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,MELI,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,UBER,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,ABNB,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,BKNG,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,SPOT,,,,Data Unavailable,,2026-05-01T19:12:03
2026-05-01,NVDA,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,AVGO,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,AMD,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,MU,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,TSM,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,ANET,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,CRDO,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,ALAB,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,CLS,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,VRT,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,ETN,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,CEG,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,VST,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,CCJ,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,AXON,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,PLTR,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,LMT,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,NOC,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,RTX,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,HII,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,RKLB,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,LUNR,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,TMDX,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,ISRG,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,NTRA,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,TMO,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,DHR,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,NFLX,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,META,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,AMZN,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,MSFT,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,GOOGL,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,TSLA,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,PYPL,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,SBUX,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,DIS,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,SHOP,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,MELI,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,UBER,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,ABNB,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,BKNG,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,SPOT,,,,Data Unavailable,,2026-05-01T19:20:48
2026-05-01,NVDA,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,AVGO,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,AMD,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,MU,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,TSM,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,ANET,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,CRDO,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,ALAB,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,CLS,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,VRT,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,ETN,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,CEG,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,VST,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,CCJ,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,AXON,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,PLTR,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,LMT,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,NOC,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,RTX,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,HII,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,RKLB,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,LUNR,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,TMDX,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,ISRG,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,NTRA,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,TMO,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,DHR,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,NFLX,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,META,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,AMZN,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,MSFT,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,GOOGL,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,TSLA,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,PYPL,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,SBUX,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,DIS,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,SHOP,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,MELI,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,UBER,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,ABNB,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,BKNG,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,SPOT,,,,Data Unavailable,,2026-05-01T22:33:40
2026-05-01,NVDA,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,AVGO,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,AMD,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,MU,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,TSM,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,ANET,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,CRDO,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,ALAB,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,CLS,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,VRT,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,ETN,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,CEG,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,VST,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,CCJ,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,AXON,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,PLTR,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,LMT,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,NOC,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,RTX,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,HII,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,RKLB,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,LUNR,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,TMDX,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,ISRG,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,NTRA,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,TMO,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,DHR,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,NFLX,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,META,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,AMZN,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,MSFT,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,GOOGL,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,TSLA,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,PYPL,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,SBUX,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,DIS,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,SHOP,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,MELI,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,UBER,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,ABNB,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,BKNG,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,SPOT,,,,Data Unavailable,,2026-05-01T22:33:45
2026-05-01,NVDA,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,AVGO,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,AMD,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,MU,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,TSM,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,ANET,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,CRDO,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,ALAB,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,CLS,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,VRT,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,ETN,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,CEG,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,VST,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,CCJ,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,AXON,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,PLTR,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,LMT,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,NOC,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,RTX,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,HII,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,RKLB,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,LUNR,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,TMDX,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,ISRG,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,NTRA,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,TMO,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,DHR,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,NFLX,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,META,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,AMZN,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,MSFT,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,GOOGL,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,TSLA,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,PYPL,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,SBUX,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,DIS,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,SHOP,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,MELI,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,UBER,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,ABNB,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,BKNG,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,SPOT,,,,Data Unavailable,,2026-05-01T22:34:27
2026-05-01,NVDA,201.5500030517578,-0.06952586453145526,71.5,Watchlist, |  | ,2026-05-01T22:41:39
2026-05-01,AVGO,421.30999755859375,-0.003429870786111344,71.4,Research Now, |  | ,2026-05-01T22:41:39
2026-05-01,AMD,357.2950134277344,0.0,72.0,Research Now, |  | ,2026-05-01T22:41:39
2026-05-01,MU,524.10498046875,-0.0008674262085586193,73.1,Research Now, |  | ,2026-05-01T22:41:39
2026-05-01,TSM,399.7598876953125,-0.012889829496280591,70.8,Research Now, |  | ,2026-05-01T22:41:39
2026-05-01,ANET,176.63999938964844,-0.006132877758921462,70.0,Research Now, |  | ,2026-05-01T22:41:39
2026-05-01,CRDO,175.71499633789062,-0.09908222730448679,74.2,Research Now, |  | ,2026-05-01T22:41:39
2026-05-01,ALAB,199.6699981689453,-0.20728126767409727,77.6,Too Crowded, |  | ,2026-05-01T22:41:39
2026-05-01,CLS,413.5,-0.020629524718400294,68.1,Research Now, |  | ,2026-05-01T22:41:39
2026-05-01,VRT,329.14990234375,0.0,69.5,Research Now, |  | ,2026-05-01T22:41:39
2026-05-01,ETN,429.9549865722656,-0.007055317716588072,67.1,Watchlist, |  | ,2026-05-01T22:41:39
2026-05-01,CEG,312.1449890136719,-0.22726827681418105,71.1,Research Now, |  | ,2026-05-01T22:41:39
2026-05-01,VST,158.30999755859375,-0.27354075399788746,70.5,Quality Dislocation, |  | ,2026-05-01T22:41:39
2026-05-01,CCJ,121.18000030517578,-0.09627859188080823,65.4,Too Crowded, |  | ,2026-05-01T22:41:39
2026-05-01,AXON,404.0790100097656,-0.5360586201570683,65.4,Watchlist, |  | ,2026-05-01T22:41:39
2026-05-01,PLTR,145.13999938964844,-0.29944973201741554,71.2,Quality Dislocation, |  | ,2026-05-01T22:41:39
2026-05-01,LMT,515.02001953125,-0.23892417579315262,68.4,Research Now, |  | ,2026-05-01T22:41:39
2026-05-01,NOC,574.8499755859375,-0.25151693840378153,67.9,Quality Dislocation, |  | ,2026-05-01T22:41:39
2026-05-01,RTX,175.00999450683594,-0.1751037354544891,66.8,Watchlist, |  | ,2026-05-01T22:41:39
2026-05-01,HII,361.927490234375,-0.20232851812554964,67.8,Research Now, |  | ,2026-05-01T22:41:39
2026-05-01,RKLB,81.59739685058594,-0.15267503359547918,65.0,Too Crowded, |  | ,2026-05-01T22:41:39
2026-05-01,LUNR,24.809999465942383,-0.1713427179895909,63.9,Too Crowded, |  | ,2026-05-01T22:41:39
2026-05-01,TMDX,99.23999786376953,-0.3402473137095281,67.2,Quality Dislocation, |  | ,2026-05-01T22:41:39
